Date,Open,High,Low,Close,Volume,MarketCap,btc_hash_rate,btc_difficulty,btc_n_transactions,btc_miners_revenue,Return,HL_Range,MA7,MA14,MA30,Volatility7,VolumeChange,Close_lag1,Close_lag2,RSI14,MACD,NextClose,Direction
2016-11-10,722.84,723.02,711.21,715.53,68807800.0,11542100000,2126416.01156,254620187304.0,271374.0,1501227.0,-0.010701397818242198,0.016505247858230886,709.9942857142858,709.7314285714285,676.4519999999999,0.013323284166911446,-0.4804174312272992,723.27,709.85,57.13461941706858,19.397259732981297,716.41,1.0
2016-11-12,716.75,717.15,704.03,705.05,64622500.0,11447700000,2126416.01156,254620187304.0,228886.0,1478735.98,-0.015856841752627693,0.018608609318488057,712.1085714285713,710.9692857142857,681.4013333333334,0.013457978056444836,0.023808731663806926,716.41,715.53,47.33359724028726,17.17867593644712,702.03,0.0
2016-11-14,702.0,706.28,699.81,705.02,62993000.0,11214600000,2177044.96421,254620187304.0,270506.0,1523261.75,0.004259077247411147,0.009177044622847618,711.0228571428571,711.2707142857142,685.6686666666667,0.011911709023439736,-0.21570604882336608,702.03,705.05,51.19588968286776,14.222377287185736,711.62,1.0
2016-11-16,711.17,747.62,709.04,744.2,141294000.0,11370700000,2177044.96421,254620187304.0,291186.0,1590935.5,0.04578286163963918,0.05184090298306912,714.2657142857142,710.2135714285714,691.5020000000001,0.020252055459641895,0.9613678796754512,711.62,705.02,50.9991105840498,15.550261372801856,740.98,0.0
2016-11-18,740.71,752.88,736.89,751.59,87363100.0,11846000000,2073243.13718,272434584596.0,275925.0,1385428.0,0.014318875003374032,0.02127489721789807,722.9271428571428,717.4014285714286,698.9716666666667,0.019785526084698912,-0.1953959789646248,740.98,744.2,70.87470857438909,18.162706801018317,751.62,1.0
2016-11-20,751.88,755.48,717.94,731.03,154116000.0,12027500000,1807083.54524,281800917193.0,246537.0,1177092.75,-0.02739416194353539,0.05135220168802917,733.7228571428572,722.2378571428571,706.2703333333334,0.02207390963323826,0.3933531028497035,751.62,751.59,57.61217323449082,18.055231319148675,739.25,1.0
2016-11-22,739.64,753.87,736.53,751.35,129906000.0,11834200000,1877125.54312,281800917193.0,285635.0,1264052.4,0.016367940480216392,0.02307845877420647,744.2885714285715,727.782142857143,712.145,0.022420529163756253,1.1365275054932042,739.25,731.03,65.55938812237551,18.098053795739133,744.59,0.0
2016-11-24,744.62,746.83,733.49,740.29,85919300.0,11916500000,2297377.53039,281800917193.0,333466.0,1540282.37,-0.005774990263097912,0.018019965148793084,744.2457142857144,731.0735714285714,717.9293333333334,0.01562109500965019,0.12248542664461404,744.59,751.35,60.04380983287358,16.84863540825711,741.65,1.0
2016-11-26,741.51,742.21,729.63,735.38,54962700.0,11869600000,2157293.53463,281800917193.0,279374.0,1424452.54,-0.008454122564552025,0.017106801925535153,740.5057142857142,735.0428571428572,721.61,0.0145482109993524,-0.18943156814280404,741.65,740.29,62.781289506953215,14.822341356168636,732.03,0.0
2016-11-28,732.48,738.01,732.48,735.81,61888600.0,11727800000,2297377.53039,281800917193.0,298530.0,1511320.32,0.005163722798245951,0.007515527106182266,740.157142857143,739.3850000000001,723.7336666666666,0.009144123772390706,0.1765490914759571,732.03,735.38,62.85380312265171,12.414046165876584,735.6,0.0
2016-11-30,736.28,747.93,736.26,745.69,84070800.0,11791600000,1989192.73973,281800917193.0,292654.0,1321104.2,0.013716693855356121,0.015649934959567593,738.0642857142857,741.2042857142858,726.349,0.007565881653236743,0.22711210300228712,735.6,735.81,50.81967213114754,11.44420759130412,756.77,1.0
2016-12-02,757.54,781.3,757.54,777.94,127605000.0,12134800000,2052749.31684,286179638739.0,318263.0,1419702.8,0.02797415330945996,0.030542201198035825,745.6028571428571,744.2142857142857,728.4853333333334,0.01275113036810509,0.585905875948741,756.77,745.69,62.05287713841369,14.270869010466072,771.15,0.0
